product_id,product_name,location,timestamp,predicted_demand,suggested_stock
101,Bread,Delhi,2023-07-04 00:00:00,27.21,33
101,Bread,Delhi,2023-07-04 01:00:00,25.87,32
101,Bread,Delhi,2023-07-04 02:00:00,45.87,56
101,Bread,Delhi,2023-07-04 03:00:00,20.88,26
101,Bread,Delhi,2023-07-04 04:00:00,22.87,28
101,Bread,Delhi,2023-07-04 05:00:00,22.21,27
101,Bread,Delhi,2023-07-04 06:00:00,22.87,28
101,Bread,Delhi,2023-07-04 07:00:00,23.88,29
101,Bread,Delhi,2023-07-04 08:00:00,17.54,22
101,Bread,Delhi,2023-07-04 09:00:00,22.21,27
101,Bread,Delhi,2023-07-04 10:00:00,26.87,33
101,Bread,Delhi,2023-07-04 11:00:00,29.54,36
101,Bread,Delhi,2023-07-04 12:00:00,23.54,29
101,Bread,Delhi,2023-07-04 13:00:00,19.54,24
101,Bread,Delhi,2023-07-04 14:00:00,27.87,34
101,Bread,Delhi,2023-07-04 15:00:00,22.21,27
101,Bread,Delhi,2023-07-04 16:00:00,26.21,32
101,Bread,Delhi,2023-07-04 17:00:00,16.54,20
101,Bread,Delhi,2023-07-04 18:00:00,24.21,30
101,Bread,Delhi,2023-07-04 19:00:00,33.88,41
101,Bread,Delhi,2023-07-04 20:00:00,25.54,31
101,Bread,Delhi,2023-07-04 21:00:00,25.21,31
101,Bread,Delhi,2023-07-04 22:00:00,21.87,27
101,Bread,Delhi,2023-07-04 23:00:00,23.2,28
101,Bread,Mumbai,2023-07-04 00:00:00,28.21,34
101,Bread,Mumbai,2023-07-04 01:00:00,24.54,30
101,Bread,Mumbai,2023-07-04 02:00:00,27.21,33
101,Bread,Mumbai,2023-07-04 03:00:00,23.54,29
101,Bread,Mumbai,2023-07-04 04:00:00,32.54,40
101,Bread,Mumbai,2023-07-04 05:00:00,25.88,32
101,Bread,Mumbai,2023-07-04 06:00:00,24.54,30
101,Bread,Mumbai,2023-07-04 07:00:00,21.87,27
101,Bread,Mumbai,2023-07-04 08:00:00,26.21,32
101,Bread,Mumbai,2023-07-04 09:00:00,24.21,30
101,Bread,Mumbai,2023-07-04 10:00:00,19.21,24
101,Bread,Mumbai,2023-07-04 11:00:00,24.54,30
101,Bread,Mumbai,2023-07-04 12:00:00,25.88,32
101,Bread,Mumbai,2023-07-04 13:00:00,24.21,30
101,Bread,Mumbai,2023-07-04 14:00:00,36.54,44
101,Bread,Mumbai,2023-07-04 15:00:00,25.54,31
101,Bread,Mumbai,2023-07-04 16:00:00,20.87,26
101,Bread,Mumbai,2023-07-04 17:00:00,22.87,28
101,Bread,Mumbai,2023-07-04 18:00:00,38.87,47
101,Bread,Mumbai,2023-07-04 19:00:00,26.54,32
101,Bread,Mumbai,2023-07-04 20:00:00,28.87,35
101,Bread,Mumbai,2023-07-04 21:00:00,26.54,32
101,Bread,Mumbai,2023-07-04 22:00:00,23.21,28
101,Bread,Mumbai,2023-07-04 23:00:00,26.55,32
102,Milk,Delhi,2023-07-04 00:00:00,26.0,32
102,Milk,Delhi,2023-07-04 01:00:00,25.0,30
102,Milk,Delhi,2023-07-04 02:00:00,22.67,28
102,Milk,Delhi,2023-07-04 03:00:00,38.33,46
102,Milk,Delhi,2023-07-04 04:00:00,28.0,34
102,Milk,Delhi,2023-07-04 05:00:00,22.33,27
102,Milk,Delhi,2023-07-04 06:00:00,22.33,27
102,Milk,Delhi,2023-07-04 07:00:00,22.33,27
102,Milk,Delhi,2023-07-04 08:00:00,22.67,28
102,Milk,Delhi,2023-07-04 09:00:00,26.67,33
102,Milk,Delhi,2023-07-04 10:00:00,25.33,31
102,Milk,Delhi,2023-07-04 11:00:00,28.0,34
102,Milk,Delhi,2023-07-04 12:00:00,22.67,28
102,Milk,Delhi,2023-07-04 13:00:00,28.67,35
102,Milk,Delhi,2023-07-04 14:00:00,22.34,27
102,Milk,Delhi,2023-07-04 15:00:00,39.0,47
102,Milk,Delhi,2023-07-04 16:00:00,29.0,35
102,Milk,Delhi,2023-07-04 17:00:00,27.34,33
102,Milk,Delhi,2023-07-04 18:00:00,24.0,29
102,Milk,Delhi,2023-07-04 19:00:00,20.0,25
102,Milk,Delhi,2023-07-04 20:00:00,24.67,30
102,Milk,Delhi,2023-07-04 21:00:00,21.67,26
102,Milk,Delhi,2023-07-04 22:00:00,22.66,28
102,Milk,Delhi,2023-07-04 23:00:00,33.0,40
102,Milk,Mumbai,2023-07-04 00:00:00,33.29,40
102,Milk,Mumbai,2023-07-04 01:00:00,31.29,38
102,Milk,Mumbai,2023-07-04 02:00:00,30.29,37
102,Milk,Mumbai,2023-07-04 03:00:00,32.96,40
102,Milk,Mumbai,2023-07-04 04:00:00,31.63,38
102,Milk,Mumbai,2023-07-04 05:00:00,28.63,35
102,Milk,Mumbai,2023-07-04 06:00:00,34.63,42
102,Milk,Mumbai,2023-07-04 07:00:00,32.63,40
102,Milk,Mumbai,2023-07-04 08:00:00,35.63,43
102,Milk,Mumbai,2023-07-04 09:00:00,37.29,45
102,Milk,Mumbai,2023-07-04 10:00:00,33.29,40
102,Milk,Mumbai,2023-07-04 11:00:00,42.62,52
102,Milk,Mumbai,2023-07-04 12:00:00,35.96,44
102,Milk,Mumbai,2023-07-04 13:00:00,41.96,51
102,Milk,Mumbai,2023-07-04 14:00:00,34.62,42
102,Milk,Mumbai,2023-07-04 15:00:00,40.29,49
102,Milk,Mumbai,2023-07-04 16:00:00,24.29,30
102,Milk,Mumbai,2023-07-04 17:00:00,28.63,35
102,Milk,Mumbai,2023-07-04 18:00:00,33.63,41
102,Milk,Mumbai,2023-07-04 19:00:00,32.63,40
102,Milk,Mumbai,2023-07-04 20:00:00,36.96,45
102,Milk,Mumbai,2023-07-04 21:00:00,33.96,41
102,Milk,Mumbai,2023-07-04 22:00:00,33.62,41
102,Milk,Mumbai,2023-07-04 23:00:00,36.96,45
103,Eggs,Delhi,2023-07-04 00:00:00,15.83,19
